0.0124600865	-0.014848429	-0.015274434	-0.033382732	0.0389981	0.02092873	0.079407796	0.0151427705	-0.00062001566	0.017948464	0.08559132	-0.07096802	-0.0019554237	0.033922076	0.018878778	0.00018935154
-0.008391505	-0.014929264	0.037651457	-0.04649766	0.04027565	-0.0013633351	0.034699094	-0.009844045	0.04038123	0.018946752	0.03994808	-0.112088285	-0.044795897	0.02742958	-0.02207664	0.048446964
0.013002278	-0.0082488	0.0086753275	0.01400221	0.06169872	-0.032146484	0.075412415	0.022787485	0.035765503	0.043860793	0.09688345	-0.06903913	-0.08384269	0.012859461	-0.008754544	0.07234001
-0.019067956	-0.060164392	0.0047367006	-0.042629912	0.012028073	0.008469218	0.057499714	-0.054772615	0.07817162	0.05257679	0.10229487	-0.031669717	-0.039267942	0.02032571	-0.042118896	0.08007965
-0.006284063	0.025897512	0.03576879	0.0014653845	0.020441359	0.035605222	0.11669291	-0.02428402	0.027874235	0.049807005	0.09721298	-0.0046970462	0.021840619	-0.00054803037	-0.00440205	0.023595095
0.058701225	-0.04409213	0.04927578	-0.00630768	-0.009693133	-0.028608197	0.017132323	-0.03266446	0.12453065	-0.02429811	0.12121049	-0.03027485	-0.039183687	0.01931114	0.017906891	0.029661657
-0.03994293	0.01521372	0.05084056	0.05310417	0.03996377	-0.031567078	0.054515313	0.009290197	0.017687958	0.065579996	0.081673466	-0.08238226	-0.0046584113	0.032022893	0.024906438	0.06873101
-0.0001117228	-0.07000143	0.02560473	-0.00927748	-0.0018027502	-0.030576011	0.06513341	-0.02074944	0.060762756	0.028458802	0.08259846	-0.07686028	0.03479164	0.05944622	0.005032406	0.045925222
-0.049688984	0.0017907489	0.05346574	-0.05776712	0.032176755	-0.040421054	0.052262433	0.013723992	0.04658007	0.015408887	0.06198584	-0.047873594	0.010886088	-0.0062025134	-0.03718411	0.026596988
-0.022407532	0.046281364	0.0010470541	-0.004184069	0.013962897	-0.013565601	-0.02331532	0.038267877	0.04144489	0.04155362	0.045053076	-0.11232414	-0.0066597112	0.029558247	-0.020430954	-0.0054420955
0.04545883	0.0249927	-0.020699646	-0.02328301	0.018554172	0.08754462	0.03319362	-0.011220917	0.0076226913	-0.016768826	0.018054938	-0.16418557	0.013955348	-0.07168265	-0.05440734	-0.05903522
-0.004337351	-0.022890735	0.11706441	-0.03634792	0.035400685	0.033580977	0.031765327	-0.07232682	0.029249882	0.06151454	0.072546974	-0.11972539	0.036331385	-0.09675942	-0.010425878	-0.012057339
